RV01,79.54545455
RV02,72.72727273
RV03,72.72727273
RV04,63.63636364
RV05,68.18181818
RV06,65.90909091
RV07,81.81818182
RV08,81.81818182
RV09,43.18181818
RV10,13.63636364
RV11,65.90909091
RV12,25
RV13,38.63636364
RV14,31.81818182
RV15,22.72727273
RV16,25
RV17,52.27272727
RV18,56.81818182
